Model Path,Model Base,Image File URL,Prompt,Response
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_67/790684e7-9561-4ac2-8758-20a9104e6cd2.jpeg,"<image>
describe the image","<s> The image appears to be a still from a video game or an animated film. It features a character dressed in a red and blue costume resembling Spider-Man, who is leaning over a hospital bed. The character has a concerned expression on their face and is looking down at a person lying in the bed. The person in the bed has a pale complexion, short red hair, and is wearing an orange top. They appear to be unconscious or in a state of distress.The room has a corkboard on the wall with various papers and pictures pinned to it, including a drawing of a character that looks like a superhero. There are also some flowers in a vase on the bedside table, and a small teddy bear is visible on the bed. The lighting in the room is soft and warm, suggesting an indoor setting with natural light coming through the window. The image appears to be a still from a video game or an animated film. It features a character dressed in a red and blue costume resembling Spider-Man, who is leaning over a hospital bed. The character has a concerned expression on their face and is looking down at a person lying in the bed. The person in the bed has a pale complexion, short red hair, and is wearing an orange top. They appear to be unconscious or in a state of distress. The room has a corkboard on the wall with various papers and pictures pinned to it, including a drawing of a character that looks like a superhero. There are also some flowers in a vase on the bedside table, and a small teddy bear is visible on the bed. The lighting in the room is soft and warm, suggesting an indoor setting with natural light coming through the window.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_67/790684e7-9561-4ac2-8758-20a9104e6cd2.jpeg,"<image>
gimme a 1 line description of the image","<s>  The image shows Spider-Man in a hospital room, tending to a young girl. The girl is lying on a hospital bed, and she is hooked up to a ventilator. Spider-Man is standing next to her, and he is looking down at her with a concerned expression on his face. The room is decorated with pictures of the girl and her family.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_67/790684e7-9561-4ac2-8758-20a9104e6cd2.jpeg,"<image>
what is written on the image?",<s> The image does not contain any visible text.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_67/790684e7-9561-4ac2-8758-20a9104e6cd2.jpeg,"<image>
what is on the left side of the image?",<s> There is a person lying on a hospital bed with a blue blanket covering them. They have a blue oxygen mask on their face.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_62/148e8520-ffb4-433c-ad99-5b185005603c.jpeg,"<image>
describe the image","<s> The image appears to be a screenshot from a video game, likely from a Western-themed game given the attire of the characters and the setting. In the foreground, there is a man standing on a wooden platform, looking down at another man who is seated on the ground. The man standing is wearing a blue jacket with a fur collar, a brown hat, and has a gun holster on his right hip. He is holding a rifle in his right hand, which is resting on his shoulder. The man seated is wearing a brown hat and a brown coat, and he is looking up at the standing man with a questioning expression.In the background, there is a snowy landscape with mountains and a wooden structure, possibly a cabin or a barn, with a snow-covered roof. The sky is overcast, and the overall color palette of the scene is cold, with lots of blues and whites, suggesting a winter setting. There is a subtitle at the bottom of the image that reads, ""so the questions is, where is it?"" indicating that this is a moment from a narrative within the game. The image appears to be a screenshot from a video game, likely from a Western-themed game given the attire of the characters and the setting. In the foreground, there is a man standing on a wooden platform, looking down at another man who is seated on the ground. The man standing is wearing a blue jacket with a fur collar, a brown hat, and has a gun holster on his right hip. He is holding a rifle in his right hand, which is resting on his shoulder. The man seated is wearing a brown hat and a brown coat, and he is looking up at the standing man with a questioning expression. In the background, there is a snowy landscape with mountains and a wooden structure, possibly a cabin or a barn, with a snow-covered roof. The sky is overcast, and the overall color palette of the scene is cold, with lots of blues and whites, suggesting a winter setting. There is a subtitle at the bottom of the image that reads, ""so the questions is, where is it?"" indicating that this is a moment from a narrative within the game.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_62/148e8520-ffb4-433c-ad99-5b185005603c.jpeg,"<image>
gimme a 1 line description of the image","<s>  The image shows a man standing on a wooden structure, looking down at another man who is sitting on a horse. The man on the wooden structure is wearing a blue coat and a brown hat. He has a gun in his hand. The man on the horse is wearing a brown coat and a brown hat. He is unarmed. The background of the image is a snowy mountain range.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_62/148e8520-ffb4-433c-ad99-5b185005603c.jpeg,"<image>
what is written on the image?","<s> The text on the image reads, 'So the questions is, where is it?'</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_62/148e8520-ffb4-433c-ad99-5b185005603c.jpeg,"<image>
what is on the left side of the image?","<s> A person is sitting on a wooden crate, wearing a brown hat and a brown coat.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_30/7d85c0d4-e4ce-409a-9a72-f63c56eceee3.jpeg,"<image>
describe the image","<s> The image depicts a dark, atmospheric scene from a video game. The setting is a dimly lit hallway with stone walls and a high ceiling. The floor is made of large stone slabs, and there are several large, ornate bookshelves lining the walls. The bookshelves are filled with books, some of which are glowing with a soft blue light, suggesting they may be magical or contain important information.In the center of the image, there is a character dressed in what appears to be medieval or fantasy-style armor, carrying a sword on their back. The character is facing away from the viewer, looking towards the bookshelves. The armor is detailed, with intricate designs and a cape-like garment trailing behind. The character's helmet has a distinctive crest, and they seem to be wearing a hood or head covering.The lighting in the scene is moody and comes from several sources: a faint blue glow emanating from the glowing books, a soft ambient light that seems to be coming from the character's direction, and some light that appears to be coming from the ceiling, possibly from a hidden source or a reflection. The overall atmosphere is one of mystery and anticipation, as if the character is about to discover something important.The image is rendered in a realistic style, with a high level of detail in the textures of the stone, the books, and the character's armor. The color palette is dark and muted, with the blue light providing a stark contrast. The image is likely a screenshot from a video game, given the visual style and the presence of the character, which is typical of in-game graphics. The image depicts a dark, atmospheric scene from a video game. The setting is a dimly lit hallway with stone walls and a high ceiling. The floor is made of large stone slabs, and there are several large, ornate bookshelves lining the walls. The bookshelves are filled with books, some of which are glowing with a soft blue light, suggesting they may be magical or contain important information. In the center of the image, there is a character dressed in what appears to be medieval or fantasy-style armor, carrying a sword on their back. The character is facing away from the viewer, looking towards the"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-30k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_30/7d85c0d4-e4ce-409a-9a72-f63c56eceee3.jpeg,"<image>
gimme a 1 line description of the image","<s>  The image is a screenshot from the video game Elden Ring. It shows a dark room with a large door at the end of the room. The door is made of stone and has a large metal ring in the center. The room is lit by a few torches, and there are some crates and barrels scattered around.</s>"
